Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
BHP,2013-03-01,10:00:00.055000,TRADE,36.330,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627344480,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.330,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627344487,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.330,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627344488,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.330,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627344492,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.330,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627344493,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.330,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627344494,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346979,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346980,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346981,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346982,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346983,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346984,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346984,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.500,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346984,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346985,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346986,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346987,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346988,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346989,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346990,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346991,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346992,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627346993,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.220,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627358780,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.220,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627358780,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.626,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627362129,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.330,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627376421,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.220,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627386131,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627387583,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627387583,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627387583,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627388644,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627388644,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627390568,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627390580,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627390587,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627390587,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627390587,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.060,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627390587,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,35.000,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627390669,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,34.110,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627391901,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.660,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627400347,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.660,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627400347,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.660,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627400347,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.660,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627400347,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.660,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627400347,,,,,299,Algorithmic
BHP,2013-03-01,10:00:00.055000,TRADE,36.660,0,0,0.0,OB0 ,0,6045196022792942807,6239925029627400347,,,,,299,Algorithmic
