date	ourPrice	actualPrice
10:06:42.152000	35.040	35.040
10:06:42.152000	35.040	35.040
10:06:42.152000	35.040	35.040
10:06:42.152000	35.040	35.040
10:06:42.166000	35.040	35.040
10:06:42.166000	35.040	35.040
10:06:45.386000	35.040	35.040
10:06:45.386000	35.040	35.040
10:06:51.988000	35.040	35.040
10:06:52.002000	35.040	35.040
10:06:52.002000	35.040	35.040
10:06:52.019000	35.040	35.040
10:06:52.019000	35.040	35.040
10:06:52.019000	35.040	35.040
10:06:52.026000	35.040	35.040
10:06:52.026000	35.040	35.040
10:06:52.036000	35.040	35.040
10:06:52.094000	35.040	35.040
10:06:52.094000	35.040	35.040
10:06:52.094000	35.040	35.040
10:06:52.094000	35.040	35.040
10:06:52.422000	35.040	35.040
10:06:52.422000	35.040	35.045
10:06:52.422000	35.040	35.045
10:06:52.565000	35.050	35.045
10:06:52.567000	35.040	35.045
10:06:52.567000	35.040	35.045
10:06:53.394000	35.050	35.045
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.394000	35.050	35.050
10:06:53.415000	35.050	35.050
10:06:53.415000	35.050	35.050
10:06:53.428000	35.050	35.050
10:06:53.428000	35.050	35.050
10:06:53.460000	35.050	35.050
10:06:53.541000	35.050	35.050
10:06:53.541000	35.050	35.050
10:06:53.605000	35.050	35.050
10:06:53.672000	35.050	35.050
10:06:53.672000	35.050	35.050
10:06:53.672000	35.050	35.050
10:06:53.672000	35.050	35.050
10:06:53.891000	35.050	35.050
10:06:53.891000	35.050	35.050
10:06:53.891000	35.050	35.050
10:06:53.891000	35.050	35.050
10:06:53.891000	35.050	35.050
10:06:54.028000	35.050	35.050
10:06:54.028000	35.050	35.050
10:06:55.315000	35.050	35.050
10:06:55.315000	35.050	35.050
10:06:55.714000	35.050	35.050
10:06:55.714000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.364000	35.050	35.050
10:07:04.470000	35.050	35.050
10:07:06.006000	35.040	35.050
10:07:06.006000	35.040	35.050
10:07:06.006000	35.040	35.050
10:07:06.006000	35.040	35.050
10:07:06.006000	35.040	35.050
10:07:06.006000	35.040	35.040
10:07:06.006000	35.040	35.040
10:07:06.006000	35.040	35.040
10:07:06.006000	35.040	35.040
10:07:20.594000	35.040	35.040
10:07:20.594000	35.040	35.040
10:07:20.594000	35.040	35.045
10:07:20.594000	35.040	35.045
10:07:20.738000	35.040	35.045
10:07:20.738000	35.040	35.045
10:07:20.738000	35.040	35.045
10:07:27.918000	35.050	35.045
10:07:27.918000	35.050	35.045
10:07:27.918000	35.050	35.050
10:07:27.918000	35.050	35.050
10:07:29.587000	35.050	35.050
10:07:45.350000	35.040	35.050
10:07:45.350000	35.040	35.050
10:07:45.363000	35.040	35.050
10:07:45.363000	35.040	35.050
10:07:45.363000	35.040	35.040
10:07:47.916000	35.040	35.040
10:07:47.916000	35.040	35.045
10:07:48.056000	35.040	35.045
10:07:48.056000	35.040	35.045
10:07:48.992000	35.050	35.045
10:07:48.992000	35.050	35.050
10:07:50.295000	35.050	35.050
10:07:50.295000	35.050	35.050
10:07:50.962000	35.050	35.050
10:07:50.967000	35.050	35.050
10:07:50.967000	35.050	35.050
10:07:51.389000	35.050	35.050
10:07:54.368000	35.040	35.050
10:07:54.368000	35.040	35.050
10:07:54.384000	35.040	35.050
10:07:54.384000	35.040	35.050
10:07:54.384000	35.040	35.050
10:07:54.384000	35.040	35.040
10:07:56.268000	35.050	35.040
10:07:56.268000	35.050	35.040
10:07:56.268000	35.050	35.040
10:07:56.268000	35.050	35.040
10:07:56.268000	35.050	35.040
10:07:56.268000	35.050	35.040
10:07:56.268000	35.050	35.040
10:07:56.268000	35.060	35.040
10:07:56.268000	35.060	35.050
10:07:56.268000	35.060	35.050
10:07:56.268000	35.060	35.050
10:07:56.268000	35.060	35.050
10:07:56.268000	35.060	35.050
10:07:56.268000	35.060	35.050
10:07:56.269000	35.060	35.050
10:07:56.269000	35.060	35.060
10:07:56.287000	35.050	35.060
10:07:56.291000	35.050	35.060
10:07:56.295000	35.050	35.060
10:07:56.322000	35.050	35.050
10:07:56.418000	35.050	35.050
10:07:56.418000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.570000	35.050	35.050
10:07:56.571000	35.050	35.050
10:07:56.571000	35.050	35.050
10:07:56.571000	35.050	35.050
10:07:56.593000	35.050	35.050
10:07:56.593000	35.050	35.050
10:07:56.593000	35.050	35.050
10:07:56.593000	35.050	35.050
10:07:56.609000	35.050	35.050
10:07:56.627000	35.050	35.050
10:07:56.645000	35.050	35.050
10:07:56.645000	35.050	35.050
10:07:57.132000	35.050	35.050
10:07:57.132000	35.050	35.050
10:07:57.409000	35.050	35.050
10:07:57.409000	35.050	35.050
10:07:57.409000	35.050	35.050
10:07:57.409000	35.050	35.050
10:07:57.409000	35.050	35.050
10:07:57.409000	35.050	35.055
10:07:57.482000	35.050	35.055
10:07:57.482000	35.050	35.050
10:07:57.482000	35.050	35.050
10:07:57.482000	35.050	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.050
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.483000	35.040	35.040
10:07:57.500000	35.040	35.040
10:07:57.500000	35.040	35.040
10:08:02.669000	35.040	35.040
10:08:04.661000	35.040	35.040
10:08:04.661000	35.040	35.040
10:08:04.661000	35.040	35.040
10:08:04.661000	35.040	35.040
10:08:04.661000	35.040	35.040
10:08:04.665000	35.040	35.040
10:08:04.665000	35.040	35.040
10:08:04.683000	35.040	35.040
10:08:11.952000	35.050	35.040
10:08:11.952000	35.050	35.050
10:08:17.980000	35.050	35.050
10:08:17.980000	35.050	35.050
10:08:17.980000	35.050	35.050
10:08:18.994000	35.050	35.050
10:08:18.994000	35.050	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.050
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.296000	35.040	35.040
10:08:31.319000	35.040	35.040
10:08:31.319000	35.030	35.040
10:08:31.319000	35.030	35.030
10:08:31.320000	35.030	35.030
10:08:31.320000	35.030	35.030
10:08:31.320000	35.030	35.030
10:08:31.320000	35.030	35.030
10:08:31.320000	35.030	35.030
10:08:31.321000	35.030	35.030
10:08:31.321000	35.030	35.030
10:08:31.322000	35.030	35.030
10:08:31.322000	35.030	35.030
10:08:31.322000	35.030	35.030
10:08:31.322000	35.030	35.030
10:08:31.322000	35.030	35.030
10:08:31.464000	35.040	35.030
10:08:31.464000	35.040	35.030
10:08:31.465000	35.040	35.030
10:08:31.769000	35.040	35.030
10:08:31.769000	35.040	35.030
10:08:31.769000	35.040	35.030
10:08:31.769000	35.040	35.040
10:08:33.554000	35.030	35.040
10:08:33.555000	35.040	35.040
10:08:33.555000	35.040	35.030
10:08:33.741000	35.040	35.030
10:08:33.741000	35.040	35.030
10:08:33.741000	35.040	35.030
10:08:34.023000	35.030	35.030
10:08:34.551000	35.030	35.030
10:08:35.192000	35.030	35.030
10:08:35.192000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.578000	35.030	35.030
10:08:44.626000	35.030	35.030
10:08:46.456000	35.030	35.030
10:08:48.668000	35.030	35.030
10:08:50.981000	35.040	35.030
10:08:50.981000	35.040	35.030
10:08:50.981000	35.040	35.030
10:08:51.346000	35.030	35.030
10:08:51.362000	35.030	35.030
10:08:51.362000	35.030	35.030
10:08:51.773000	35.030	35.030
10:08:54.228000	35.030	35.030
10:08:54.239000	35.030	35.030
10:08:56.057000	35.030	35.030
10:08:56.057000	35.030	35.030
10:08:56.057000	35.030	35.030
10:08:58.030000	35.030	35.030
10:08:59.553000	35.020	35.030
10:08:59.553000	35.020	35.025
10:08:59.694000	35.020	35.025
10:08:59.694000	35.020	35.025
10:09:01.050000	35.030	35.025
10:09:06.064000	35.030	35.030
10:09:06.064000	35.030	35.030
10:09:06.064000	35.030	35.030
10:09:06.064000	35.030	35.030
10:09:06.064000	35.030	35.030
10:09:06.064000	35.030	35.030
10:09:06.064000	35.030	35.030
10:09:06.200000	35.025	35.030
10:09:06.853000	35.030	35.030
10:09:07.111000	35.030	35.030
10:09:07.345000	35.030	35.030
10:09:07.345000	35.030	35.030
10:09:07.345000	35.030	35.030
10:09:07.345000	35.030	35.030
10:09:07.359000	35.030	35.030
10:09:07.359000	35.030	35.030
10:09:07.359000	35.030	35.030
10:09:07.391000	35.035	35.030
10:09:07.403000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.251000	35.030	35.030
10:09:09.252000	35.030	35.030
10:09:09.252000	35.030	35.030
10:09:09.252000	35.030	35.030
10:09:09.252000	35.030	35.030
10:09:09.252000	35.030	35.030
10:09:09.253000	35.030	35.030
10:09:09.307000	35.030	35.030
10:09:09.701000	35.040	35.030
10:09:09.701000	35.040	35.030
10:09:09.701000	35.040	35.040
10:09:10.875000	35.030	35.040
10:09:10.875000	35.030	35.030
10:09:10.893000	35.030	35.030
10:09:10.893000	35.030	35.030
10:09:10.896000	35.030	35.030
10:09:13.038000	35.030	35.030
10:09:13.209000	35.030	35.030
10:09:13.209000	35.030	35.030
10:09:13.209000	35.030	35.030
10:09:15.016000	35.040	35.030
10:09:15.016000	35.040	35.040
10:09:15.796000	35.040	35.040
10:09:17.325000	35.040	35.040
10:09:17.325000	35.040	35.040
10:09:17.325000	35.040	35.040
10:09:20.677000	35.040	35.040
10:09:20.677000	35.040	35.040
10:09:21.046000	35.040	35.040
10:09:21.880000	35.020	35.040
10:09:21.880000	35.020	35.040
10:09:21.880000	35.020	35.035
10:09:21.880000	35.020	35.035
10:09:21.901000	35.020	35.035
10:09:21.901000	35.020	35.035
10:09:21.901000	35.020	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:22.059000	35.030	35.030
10:09:23.081000	35.030	35.030
10:09:23.674000	35.030	35.030
10:09:23.674000	35.030	35.030
10:09:23.674000	35.030	35.030
10:09:23.674000	35.030	35.020
10:09:23.674000	35.030	35.020
10:09:23.674000	35.030	35.020
10:09:23.674000	35.030	35.020
10:09:23.674000	35.030	35.020
10:09:23.818000	35.040	35.020
10:09:23.820000	35.030	35.020
10:09:23.820000	35.030	35.030
10:09:27.812000	35.030	35.030
10:09:27.812000	35.030	35.030
10:09:27.812000	35.030	35.030
10:09:27.812000	35.030	35.030
10:09:29.625000	35.040	35.030
10:09:29.625000	35.040	35.030
10:09:29.625000	35.040	35.030
10:09:29.625000	35.040	35.040
10:09:29.625000	35.040	35.040
10:09:29.625000	35.040	35.040
10:09:29.628000	35.040	35.040
10:09:29.628000	35.040	35.040
10:09:29.833000	35.040	35.040
10:09:29.853000	35.040	35.040
10:09:29.853000	35.040	35.040
10:09:29.867000	35.040	35.040
10:09:29.883000	35.040	35.040
10:09:31.748000	35.040	35.040
10:09:31.748000	35.040	35.040
10:09:31.748000	35.040	35.040
10:09:34.006000	34.890	35.040
10:09:34.006000	34.890	35.030
10:09:47.236000	35.030	35.030
10:09:47.236000	35.030	35.030
10:09:48.201000	35.020	35.030
10:09:48.201000	35.020	35.020
10:09:50.343000	35.040	35.020
10:09:50.465000	35.030	35.020
10:09:50.694000	35.050	35.020
10:09:50.694000	35.050	35.020
10:09:50.694000	35.050	35.040
10:09:50.694000	35.050	35.050
10:09:50.694000	35.050	35.050
10:09:50.694000	35.050	35.050
10:09:50.740000	35.040	35.050
10:09:51.678000	35.030	35.050
10:09:55.493000	35.030	35.030
10:09:55.534000	35.030	35.040
10:09:55.634000	35.030	35.040
10:09:57.352000	35.030	35.040
10:09:57.369000	35.040	35.040
10:09:57.374000	35.030	35.040
10:09:57.374000	35.030	35.030
10:09:57.819000	35.030	35.040
10:09:58.452000	35.030	35.040
10:09:58.454000	35.040	35.040
10:09:58.454000	35.040	35.040
10:09:58.454000	35.040	35.040
10:09:58.454000	35.040	35.040
10:10:02.090000	35.050	35.040
10:10:02.090000	35.050	35.040
10:10:02.090000	35.050	35.045
10:10:03.565000	35.050	35.045
10:10:03.565000	35.050	35.050
10:10:03.631000	35.050	35.050
10:10:03.631000	35.050	35.050
10:10:03.631000	35.050	35.050
10:10:03.635000	35.050	35.050
10:10:03.635000	35.050	35.050
10:10:03.877000	35.050	35.050
10:10:03.877000	35.050	35.050
10:10:03.877000	35.050	35.050
10:10:03.889000	35.050	35.050
10:10:03.889000	35.050	35.050
10:10:03.941000	35.050	35.050
10:10:03.941000	35.050	35.050
10:10:04.255000	35.050	35.050
10:10:04.622000	35.060	35.050
10:10:05.656000	35.040	35.050
10:10:05.656000	35.040	35.050
10:10:05.656000	35.040	35.040
10:10:05.656000	35.040	35.040
10:10:05.656000	35.040	35.040
10:10:05.679000	35.045	35.040
10:10:06.051000	35.045	35.040
10:10:06.261000	35.040	35.040
10:10:06.261000	35.040	35.040
10:10:06.261000	35.040	35.040
10:10:08.203000	35.050	35.040
10:10:08.216000	35.050	35.040
10:10:10.721000	35.050	35.050
10:10:10.721000	35.050	35.050
10:10:13.036000	35.050	35.030
10:10:15.703000	35.030	35.030
10:10:15.703000	35.030	35.030
10:10:15.703000	35.030	35.030
10:10:15.703000	35.030	35.030
10:10:15.703000	35.030	35.030
10:10:15.703000	35.030	35.030
10:10:15.703000	35.030	35.030
10:10:16.478000	35.060	35.030
10:10:17.576000	35.060	35.050
10:10:17.576000	35.060	35.050
10:10:17.611000	35.050	35.050
10:10:17.612000	35.050	35.050
10:10:17.753000	35.040	35.050
10:10:17.753000	35.040	35.040
10:10:17.753000	35.040	35.040
10:10:20.700000	35.050	35.040
10:10:20.701000	35.060	35.040
10:10:24.965000	35.045	35.040
10:10:24.967000	35.045	35.040
10:10:29.675000	35.050	35.040
10:10:29.858000	35.050	35.040
10:10:29.858000	35.050	35.040
10:10:29.858000	35.050	35.040
10:10:33.460000	35.040	35.040
10:10:33.460000	35.040	35.045
10:10:34.437000	35.040	35.045
10:10:34.437000	35.040	35.045
10:10:39.641000	35.040	35.045
10:10:39.641000	35.040	35.045
10:10:39.656000	35.040	35.045
10:10:39.656000	35.040	35.045
10:10:39.656000	35.040	35.045
10:10:39.656000	35.040	35.040
10:10:39.673000	35.040	35.040
10:10:39.673000	35.040	35.040
10:10:39.673000	35.040	35.040
10:10:39.673000	35.040	35.040
10:10:39.690000	35.040	35.040
10:10:39.690000	35.040	35.040
10:10:39.705000	35.040	35.040
10:10:39.722000	35.040	35.040
10:10:39.739000	35.040	35.040
10:10:43.773000	35.050	35.040
10:10:45.605000	35.050	35.040
10:10:45.605000	35.050	35.040
10:10:45.605000	35.050	35.040
10:10:45.605000	35.050	35.050
10:10:45.605000	35.050	35.050
10:10:45.605000	35.050	35.050
10:10:45.605000	35.050	35.050
10:10:45.605000	35.050	35.050
10:10:45.605000	35.050	35.050
10:10:45.637000	35.050	35.050
10:10:45.664000	35.050	35.050
10:10:45.816000	35.050	35.050
10:10:45.816000	35.050	35.050
10:10:45.816000	35.050	35.050
10:10:45.816000	35.050	35.050
10:10:45.817000	35.050	35.050
10:10:45.817000	35.050	35.050
10:10:45.817000	35.050	35.050
10:10:45.834000	35.050	35.050
10:10:45.834000	35.050	35.050
10:10:45.834000	35.050	35.050
10:10:45.834000	35.050	35.050
10:10:45.834000	35.050	35.050
10:10:45.834000	35.050	35.050
10:10:45.851000	35.050	35.050
10:10:45.872000	35.050	35.050
10:10:45.886000	35.050	35.050
10:10:45.904000	35.050	35.050
10:10:45.904000	35.050	35.050
10:10:45.904000	35.050	35.050
10:10:48.602000	35.055	35.050
10:10:48.890000	35.060	35.050
10:10:49.314000	35.060	35.050
10:10:53.372000	35.060	35.050
10:10:53.372000	35.060	35.050
10:10:53.372000	35.060	35.050
10:10:53.372000	35.070	35.050
10:10:53.372000	35.070	35.050
10:10:53.372000	35.070	35.050
10:10:53.372000	35.070	35.050
10:10:53.372000	35.070	35.050
10:10:53.372000	35.070	35.050
10:10:53.372000	35.070	35.060
10:10:53.372000	35.070	35.060
10:10:53.372000	35.070	35.060
10:10:53.372000	35.070	35.060
10:10:53.372000	35.070	35.060
10:10:53.372000	35.070	35.060
10:10:53.372000	35.070	35.060
10:10:53.426000	35.060	35.060
10:10:53.857000	35.070	35.060
10:10:56.194000	35.070	35.060
10:10:56.194000	35.070	35.060
10:10:56.194000	35.070	35.060
10:10:56.194000	35.070	35.070
10:10:56.318000	35.065	35.070
10:10:58.615000	35.065	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.452000	35.070	35.070
10:10:59.453000	35.070	35.070
10:10:59.453000	35.070	35.070
10:11:00.611000	35.075	35.070
10:11:00.611000	35.075	35.070
10:11:01.965000	35.070	35.070
10:11:02.170000	35.080	35.070
10:11:02.170000	35.080	35.075
10:11:02.312000	35.070	35.075
10:11:02.312000	35.070	35.075
10:11:03.187000	35.080	35.075
10:11:03.187000	35.080	35.080
10:11:03.187000	35.080	35.080
10:11:03.493000	35.070	35.080
10:11:03.493000	35.070	35.075
10:11:03.497000	35.070	35.075
10:11:03.497000	35.070	35.070
10:11:06.068000	35.075	35.070
10:11:06.892000	35.070	35.070
10:11:06.892000	35.070	35.070
10:11:06.892000	35.070	35.070
10:11:06.892000	35.070	35.070
10:11:06.892000	35.070	35.070
10:11:06.892000	35.070	35.070
10:11:06.892000	35.070	35.070
10:11:06.892000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.893000	35.070	35.070
10:11:06.957000	35.070	35.070
10:11:06.957000	35.070	35.070
10:11:06.959000	35.070	35.070
10:11:06.977000	35.070	35.070
10:11:07.391000	35.060	35.070
10:11:07.401000	35.060	35.070
10:11:07.401000	35.060	35.060
10:11:07.403000	35.060	35.060
10:11:07.403000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.405000	35.060	35.060
10:11:07.416000	35.050	35.060
10:11:07.416000	35.050	35.060
10:11:07.416000	35.050	35.060
10:11:07.416000	35.050	35.060
10:11:07.416000	35.050	35.060
10:11:07.416000	35.050	35.050
10:11:07.416000	35.050	35.050
10:11:07.439000	35.060	35.050
10:11:07.439000	35.060	35.060
10:11:07.462000	35.060	35.060
10:11:07.462000	35.060	35.060
10:11:08.495000	35.040	35.060
10:11:08.495000	35.040	35.050
10:11:08.495000	35.040	35.050
10:11:08.502000	35.040	35.050
10:11:08.502000	35.040	35.040
10:11:08.502000	35.040	35.040
10:11:08.686000	35.060	35.040
10:11:09.464000	35.060	35.040
10:11:12.659000	35.050	35.040
10:11:12.659000	35.050	35.050
10:11:13.500000	35.040	35.050
10:11:13.500000	35.040	35.050
10:11:13.669000	35.060	35.050
10:11:14.133000	35.060	35.050
10:11:15.022000	35.060	35.060
10:11:15.575000	35.060	35.060
10:11:18.504000	35.050	35.060
10:11:18.504000	35.050	35.050
